Name,Platform,Year,Genre,Publisher,Global_Sales,Total_Regional_Sales,Sales_Diff
Angry Birds Trilogy,PS3,2012.0,Action,Activision,0.16,0.15999999999999998,2.7755575615628914e-17
Sid Meier's Civilization IV,PC,2005.0,Strategy,Take-Two Interactive,0.17,0.16999999999999998,2.7755575615628914e-17
Time and Eternity,PS3,2012.0,Role-Playing,Nippon Ichi Software,0.17,0.16999999999999998,2.7755575615628914e-17
Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,GBA,2004.0,Misc,Nintendo,0.17,0.16999999999999998,2.7755575615628914e-17
Codename: Kids Next Door: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.17,0.16999999999999998,2.7755575615628914e-17
Turok 3: Shadow of Oblivion,N64,2000.0,Shooter,Acclaim Entertainment,0.17,0.16999999999999998,2.7755575615628914e-17
Chronicles of Mystery: Curse of the Ancient Temple,DS,2009.0,Adventure,City Interactive,0.2,0.19999999999999998,2.7755575615628914e-17
Disney Golf,PS2,2002.0,Sports,Electronic Arts,0.17,0.16999999999999998,2.7755575615628914e-17
Batman Begins,GBA,2005.0,Action,Electronic Arts,0.17,0.16999999999999998,2.7755575615628914e-17
Stormrise,PS3,2009.0,Strategy,Sega,0.17,0.16999999999999998,2.7755575615628914e-17
SBK Superbike World Championship,PS3,2008.0,Racing,Black Bean Games,0.25,0.24999999999999997,2.7755575615628914e-17
Fairytale Fights,PS3,2009.0,Action,Playlogic Game Factory,0.17,0.16999999999999998,2.7755575615628914e-17
Jumping Flash! 2,PS,1996.0,Platform,Sony Computer Entertainment,0.25,0.24999999999999997,2.7755575615628914e-17
Way of the Samurai 3,X360,2009.0,Action,Gamebridge,0.21,0.20999999999999996,2.7755575615628914e-17
Hellboy: The Science of Evil,PS3,2008.0,Action,Konami Digital Entertainment,0.17,0.16999999999999998,2.7755575615628914e-17
Spectrobes: Origins,Wii,2009.0,Role-Playing,Disney Interactive Studios,0.2,0.19999999999999998,2.7755575615628914e-17
Disney Sing It: Family Hits,PS3,2010.0,Misc,Disney Interactive Studios,0.17,0.16999999999999998,2.7755575615628914e-17
Suikoden Tactics,PS2,2005.0,Strategy,Konami Digital Entertainment,0.2,0.19999999999999998,2.7755575615628914e-17
Major League Baseball 2K11,PS3,2011.0,Sports,Take-Two Interactive,0.2,0.19999999999999998,2.7755575615628914e-17
Earth Defense Force: Insect Armageddon,PS3,2011.0,Shooter,D3Publisher,0.2,0.19999999999999998,2.7755575615628914e-17
Easy Piano,DS,2009.0,Misc,Game Life,0.17,0.16999999999999998,2.7755575615628914e-17
Disgaea 2: Dark Hero Days,PSP,2009.0,Role-Playing,Nippon Ichi Software,0.25,0.24999999999999997,2.7755575615628914e-17
NASCAR '15,X360,2015.0,Sports,Deep Silver,0.17,0.16999999999999998,2.7755575615628914e-17
Fracture,PS3,2008.0,Shooter,LucasArts,0.17,0.16999999999999998,2.7755575615628914e-17
Dragon Ball GT: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.17,0.16999999999999998,2.7755575615628914e-17
Heroes over Europe,PS3,2009.0,Simulation,Ubisoft,0.16,0.15999999999999998,2.7755575615628914e-17
Le Mans 24 Hours,PS2,2001.0,Racing,Infogrames,0.2,0.19999999999999998,2.7755575615628914e-17
Assassin's Creed Syndicate,PC,2015.0,Action,Ubisoft,0.2,0.19999999999999998,2.7755575615628914e-17
Hello Kitty: Happy Party Pals,GBA,2005.0,Misc,THQ,0.17,0.16999999999999998,2.7755575615628914e-17
ESPN Final Round Golf 2002,GBA,2001.0,Sports,Konami Digital Entertainment,0.17,0.16999999999999998,2.7755575615628914e-17
NHL 07,PSP,2006.0,Sports,Electronic Arts,0.17,0.16999999999999998,2.7755575615628914e-17
Tak: The Great Juju Challenge,GBA,2005.0,Platform,THQ,0.17,0.16999999999999998,2.7755575615628914e-17
Buzz! Brain of the UK,PS3,2009.0,Misc,Sony Computer Entertainment,0.17,0.16999999999999998,2.7755575615628914e-17
Rise of the Tomb Raider,PC,2016.0,Adventure,Square Enix,0.1,0.09999999999999999,1.3877787807814457e-17
Sudoku Mania,DS,2006.0,Puzzle,Zoo Digital Publishing,0.1,0.09999999999999999,1.3877787807814457e-17
iCarly 2: iJoin The Click!,Wii,2010.0,Adventure,Activision,0.1,0.09999999999999999,1.3877787807814457e-17
Harvest Moon: Frantic Farming,DS,2009.0,Puzzle,Rising Star Games,0.1,0.09999999999999999,1.3877787807814457e-17
Touch Detective 2 1/2,DS,2007.0,Adventure,505 Games,0.11,0.10999999999999999,1.3877787807814457e-17
Ninja Reflex,DS,2008.0,Action,Electronic Arts,0.1,0.09999999999999999,1.3877787807814457e-17
Alien Hominid,PS2,2004.0,Shooter,Zoo Digital Publishing,0.1,0.09999999999999999,1.3877787807814457e-17
Pinball Hall of Fame: The Williams Collection,3DS,2011.0,Misc,Crave Entertainment,0.1,0.09999999999999999,1.3877787807814457e-17
Dragon Ball: Evolution,PSP,2009.0,Fighting,Namco Bandai Games,0.1,0.09999999999999999,1.3877787807814457e-17
SBK 2011: FIM Superbike World Championship,X360,2011.0,Racing,Black Bean Games,0.07,0.06999999999999999,1.3877787807814457e-17
NeverDead,X360,2012.0,Shooter,Konami Digital Entertainment,0.1,0.09999999999999999,1.3877787807814457e-17
Dragonseeds,PS,1998.0,Action,Jaleco,0.1,0.09999999999999999,1.3877787807814457e-17
Red Bull BC One,DS,2008.0,Misc,Playlogic Game Factory,0.1,0.09999999999999999,1.3877787807814457e-17
Lifeline,PS2,2003.0,Adventure,Sony Computer Entertainment,0.07,0.06999999999999999,1.3877787807814457e-17
Opoona,Wii,2007.0,Role-Playing,Tecmo Koei,0.1,0.09999999999999999,1.3877787807814457e-17
Virtual Pro Wrestling,PS,1996.0,Fighting,Asmik Ace Entertainment,0.1,0.09999999999999999,1.3877787807814457e-17
Firefighter F.D.18,PS2,2004.0,Action,Konami Digital Entertainment,0.07,0.06999999999999999,1.3877787807814457e-17
Championship Pony,DS,2008.0,Simulation,"Destination Software, Inc",0.1,0.09999999999999999,1.3877787807814457e-17
Major League Baseball 2K11,DS,2011.0,Sports,Take-Two Interactive,0.1,0.09999999999999999,1.3877787807814457e-17
"Blast Works: Build, Trade, Destroy",Wii,2008.0,Shooter,Eidos Interactive,0.1,0.09999999999999999,1.3877787807814457e-17
Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,2010.0,Shooter,Sega,0.08,0.07999999999999999,1.3877787807814457e-17
Harry Potter and the Deathly Hallows - Part 2,PC,2011.0,Action,Electronic Arts,0.1,0.09999999999999999,1.3877787807814457e-17
Disney Sing It! High School Musical 3: Senior Year,X360,2009.0,Misc,Disney Interactive Studios,0.1,0.09999999999999999,1.3877787807814457e-17
NASCAR The Game: Inside Line,X360,2012.0,Racing,Activision,0.1,0.09999999999999999,1.3877787807814457e-17
Descent Maximum,PS,1997.0,Shooter,Interplay Productions,0.1,0.09999999999999999,1.3877787807814457e-17
Family Trainer: Treasure Adventure,Wii,2010.0,Sports,Namco Bandai Games,0.07,0.06999999999999999,1.3877787807814457e-17
GRID 2,PC,2013.0,Racing,Codemasters,0.07,0.06999999999999999,1.3877787807814457e-17
Monster High: New Ghoul in School,PS3,2015.0,Action,Little Orbit,0.07,0.06999999999999999,1.3877787807814457e-17
Puss in Boots,DS,2011.0,Action,THQ,0.11,0.10999999999999999,1.3877787807814457e-17
Alvin and the Chipmunks: Chipwrecked,Wii,2011.0,Misc,505 Games,0.1,0.09999999999999999,1.3877787807814457e-17
The Secret Saturdays: Beasts of the 5th Sun,Wii,2009.0,Action,D3Publisher,0.1,0.09999999999999999,1.3877787807814457e-17
Watchmen: The End is Nigh Part 1 & 2,X360,2009.0,Action,Warner Bros. Interactive Entertainment,0.1,0.09999999999999999,1.3877787807814457e-17
Cubic Ninja,3DS,2011.0,Platform,Ubisoft,0.1,0.09999999999999999,1.3877787807814457e-17
Rolling Stone: Drum King,Wii,2009.0,Misc,505 Games,0.1,0.09999999999999999,1.3877787807814457e-17
"Warhammer 40,000: Dawn of War II - Chaos Rising",PC,2010.0,Strategy,THQ,0.1,0.09999999999999999,1.3877787807814457e-17
NASCAR Unleashed,PS3,2011.0,Racing,Activision,0.1,0.09999999999999999,1.3877787807814457e-17
Mega Man Legacy Collection,PS4,2016.0,Platform,Capcom,0.07,0.06999999999999999,1.3877787807814457e-17
Jewel Link Chronicles: Legend of Athena,DS,2011.0,Puzzle,GSP,0.07,0.06999999999999999,1.3877787807814457e-17
Gladius,GC,2003.0,Strategy,Activision,0.07,0.06999999999999999,1.3877787807814457e-17
Record of Agarest War,PS3,2007.0,Role-Playing,Ghostlight,0.07,0.06999999999999999,1.3877787807814457e-17
Saint Seiya: Brave Soldiers,PS3,2013.0,Fighting,Namco Bandai Games,0.07,0.06999999999999999,1.3877787807814457e-17
SimCity 4: Deluxe Edition,PC,2003.0,Simulation,Electronic Arts,0.07,0.06999999999999999,1.3877787807814457e-17
Infernal: Hell's Vengeance,X360,2009.0,Shooter,Playlogic Game Factory,0.08,0.07999999999999999,1.3877787807814457e-17
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005.0,Platform,Global Star,0.1,0.09999999999999999,1.3877787807814457e-17
Medal of Honor: Vanguard,Wii,2007.0,Shooter,Electronic Arts,0.1,0.09999999999999999,1.3877787807814457e-17
Tomb Raider: Legend,DS,2006.0,Action,Eidos Interactive,0.07,0.06999999999999999,1.3877787807814457e-17
OK! Puzzle Stars,DS,2010.0,Puzzle,Ubisoft,0.07,0.06999999999999999,1.3877787807814457e-17
The Godfather: Mob Wars,PSP,2006.0,Action,Electronic Arts,0.11,0.10999999999999999,1.3877787807814457e-17
Goodbye Deponia,PC,2013.0,Adventure,Daedalic Entertainment,0.07,0.06999999999999999,1.3877787807814457e-17
MySims SkyHeroes,X360,2010.0,Action,Electronic Arts,0.1,0.09999999999999999,1.3877787807814457e-17
Guilty Gear Isuka,PS2,2004.0,Fighting,505 Games,0.1,0.09999999999999999,1.3877787807814457e-17
Dora's Cooking Club,DS,2010.0,Misc,Take-Two Interactive,0.1,0.09999999999999999,1.3877787807814457e-17
SCORE International Baja 1000: The Official Game,Wii,2008.0,Racing,Activision,0.1,0.09999999999999999,1.3877787807814457e-17
ESA Game Pack,PS3,2010.0,Misc,Sony Computer Entertainment,0.1,0.09999999999999999,1.3877787807814457e-17
Animal Planet: Vet Life,Wii,2009.0,Simulation,Activision,0.1,0.09999999999999999,1.3877787807814457e-17
God Eater 2: Rage Burst,PS4,2015.0,Role-Playing,Namco Bandai Games,0.1,0.09999999999999999,1.3877787807814457e-17
Truth or Lies,Wii,2010.0,Misc,THQ,0.1,0.09999999999999999,1.3877787807814457e-17
NHL 2K6,X360,2005.0,Sports,Take-Two Interactive,0.1,0.09999999999999999,1.3877787807814457e-17
Dungeons & Dragons Tactics,PSP,2007.0,Strategy,Atari,0.1,0.09999999999999999,1.3877787807814457e-17
Godzilla (2014),PS3,2014.0,Action,Namco Bandai Games,0.07,0.06999999999999999,1.3877787807814457e-17
Dora & Kai-Lan's Pet Shelter,DS,2011.0,Strategy,Take-Two Interactive,0.1,0.09999999999999999,1.3877787807814457e-17
Fighter Maker 2,PS2,2002.0,Fighting,Enterbrain,0.07,0.06999999999999999,1.3877787807814457e-17
DJ Max Fever,PSP,2009.0,Misc,PM Studios,0.1,0.09999999999999999,1.3877787807814457e-17
Math Blaster in the Prime Adventure,DS,2009.0,Misc,Majesco Entertainment,0.1,0.09999999999999999,1.3877787807814457e-17
USA Today Puzzle Craze,DS,2009.0,Puzzle,Destineer,0.1,0.09999999999999999,1.3877787807814457e-17
Ford Racing 3,DS,2005.0,Racing,Zoo Digital Publishing,0.1,0.09999999999999999,1.3877787807814457e-17
Guitar Hero: Van Halen,PS2,2009.0,Misc,Activision,0.1,0.09999999999999999,1.3877787807814457e-17
Armored Core: Nine Breaker,PS2,2004.0,Simulation,505 Games,0.07,0.06999999999999999,1.3877787807814457e-17
Agatha Christie: And Then There Were None,Wii,2008.0,Adventure,The Adventure Company,0.08,0.07999999999999999,1.3877787807814457e-17
Little League World Series Baseball 2008,Wii,2008.0,Sports,Activision,0.1,0.09999999999999999,1.3877787807814457e-17
Don King Boxing,DS,2009.0,Sports,Take-Two Interactive,0.08,0.07999999999999999,1.3877787807814457e-17
GRID Autosport,X360,2014.0,Racing,Codemasters,0.1,0.09999999999999999,1.3877787807814457e-17
The Land Before Time: Great Valley Racing Adventure,PS,2001.0,Racing,TDK Mediactive,0.1,0.09999999999999999,1.3877787807814457e-17
Blast Chamber,PS,1996.0,Shooter,Activision,0.1,0.09999999999999999,1.3877787807814457e-17
Star Trek: Shattered Universe,PS2,2004.0,Simulation,Global Star,0.1,0.09999999999999999,1.3877787807814457e-17
Doom 3,PC,2004.0,Shooter,Activision,0.1,0.09999999999999999,1.3877787807814457e-17
Michael Phelps: Push the Limit,X360,2011.0,Sports,505 Games,0.11,0.10999999999999999,1.3877787807814457e-17
The Lord of the Rings: The Battle for Middle-Earth,PC,2004.0,Strategy,Electronic Arts,0.08,0.07999999999999999,1.3877787807814457e-17
Secret Service: Ultimate Sacrifice,PS2,2008.0,Action,Activision,0.07,0.06999999999999999,1.3877787807814457e-17
Winter Stars,X360,2011.0,Sports,Deep Silver,0.1,0.09999999999999999,1.3877787807814457e-17
World Series of Poker 2008: Battle for the Bracelets,PS3,2007.0,Misc,Activision,0.1,0.09999999999999999,1.3877787807814457e-17
RLH: Run Like Hell,PS2,2002.0,Shooter,Virgin Interactive,0.1,0.09999999999999999,1.3877787807814457e-17
Mario Tennis,Wii,2010.0,Sports,Nintendo,0.07,0.06999999999999999,1.3877787807814457e-17
Record of Agarest War Zero,X360,2010.0,Strategy,Compile Heart,0.1,0.09999999999999999,1.3877787807814457e-17
Sports Collection,DS,2010.0,Sports,Ubisoft,0.08,0.07999999999999999,1.3877787807814457e-17
Ride,PS3,2015.0,Racing,Milestone S.r.l.,0.08,0.07999999999999999,1.3877787807814457e-17
Major League Baseball 2K11,PC,2011.0,Sports,Take-Two Interactive,0.08,0.07999999999999999,1.3877787807814457e-17
Ice Age 2: The Meltdown,Wii,2006.0,Platform,Vivendi Games,0.08,0.07999999999999999,1.3877787807814457e-17
10 Minute Solution,Wii,2010.0,Sports,Activision,0.08,0.07999999999999999,1.3877787807814457e-17
Dragon Ball Z: Battle of Z,X360,2014.0,Fighting,Namco Bandai Games,0.08,0.07999999999999999,1.3877787807814457e-17
Legend of the Guardians: The Owls of Ga'Hoole,X360,2010.0,Action,Warner Bros. Interactive Entertainment,0.08,0.07999999999999999,1.3877787807814457e-17
The Ant Bully,PS2,2006.0,Platform,Midway Games,0.1,0.09999999999999999,1.3877787807814457e-17
Hammerin' Hero,PSP,2008.0,Action,Irem Software Engineering,0.07,0.06999999999999999,1.3877787807814457e-17
Brain Quest: Grades 3 & 4,DS,2008.0,Misc,Electronic Arts,0.07,0.06999999999999999,1.3877787807814457e-17
Far Cry Vengeance,Wii,2006.0,Shooter,Ubisoft,0.08,0.07999999999999999,1.3877787807814457e-17
Looney Tunes: Acme Arsenal,X360,2007.0,Action,Warner Bros. Interactive Entertainment,0.08,0.07999999999999999,1.3877787807814457e-17
Monster Rancher EVO,PS2,2005.0,Role-Playing,Tecmo Koei,0.1,0.09999999999999999,1.3877787807814457e-17
TrackMania DS,DS,2008.0,Racing,Focus Home Interactive,0.08,0.07999999999999999,1.3877787807814457e-17
Junior Classic Books & Fairytales,DS,2010.0,Misc,GSP,0.08,0.07999999999999999,1.3877787807814457e-17
Pajama Sam: Don't Fear The Dark,Wii,2008.0,Adventure,Atari,0.1,0.09999999999999999,1.3877787807814457e-17
Petz: Hamsterz Bunch,PSP,2009.0,Simulation,Ubisoft,0.07,0.06999999999999999,1.3877787807814457e-17
Surf's Up,X360,2007.0,Sports,Ubisoft,0.1,0.09999999999999999,1.3877787807814457e-17
Obscure,PS2,2004.0,Adventure,Microids,0.07,0.06999999999999999,1.3877787807814457e-17
Persona 4: Arena Ultimax,X360,2014.0,Fighting,Atlus,0.08,0.07999999999999999,1.3877787807814457e-17
Touch Detective,DS,2006.0,Adventure,505 Games,0.1,0.09999999999999999,1.3877787807814457e-17
The First Templar,PC,2011.0,Action,Kalypso Media,0.08,0.07999999999999999,1.3877787807814457e-17
EyeToy: Operation Spy,PS2,2005.0,Action,Sony Computer Entertainment,0.1,0.09999999999999999,1.3877787807814457e-17
King of Clubs: Mini Golf,Wii,2008.0,Sports,Oxygen Interactive,0.1,0.09999999999999999,1.3877787807814457e-17
MotoGP 07,PS2,2007.0,Racing,Capcom,0.1,0.09999999999999999,1.3877787807814457e-17
Just Dance: Disney Party 2,WiiU,2015.0,Action,Ubisoft,0.08,0.07999999999999999,1.3877787807814457e-17
Alan Wake,PC,2012.0,Action,Nordic Games,0.07,0.06999999999999999,1.3877787807814457e-17
Final Fantasy XI: Vana'diel Collection 2008,PS2,2007.0,Role-Playing,Square Enix,0.08,0.07999999999999999,1.3877787807814457e-17
Flushed Away,DS,2006.0,Platform,D3Publisher,0.1,0.09999999999999999,1.3877787807814457e-17
Option Tuning Car Battle,PS,1998.0,Racing,MTO,0.1,0.09999999999999999,1.3877787807814457e-17
Madden NFL 17,X360,2016.0,Sports,Electronic Arts,0.08,0.07999999999999999,1.3877787807814457e-17
Rapala Pro Bass Fishing 2010,DS,2010.0,Sports,Activision,0.1,0.09999999999999999,1.3877787807814457e-17
Legend of the Guardians: The Owls of Ga'Hoole,PS3,2010.0,Action,Warner Bros. Interactive Entertainment,0.08,0.07999999999999999,1.3877787807814457e-17
JU-ON: The Grudge,Wii,2009.0,Action,Rising Star Games,0.11,0.10999999999999999,1.3877787807814457e-17
Cate West: The Vanishing Files,DS,2008.0,Adventure,Oxygen Interactive,0.1,0.09999999999999999,1.3877787807814457e-17
Yggdra Union: We'll Never Fight Alone,PSP,2008.0,Role-Playing,Sting,0.1,0.09999999999999999,1.3877787807814457e-17
Hot Wheels Ultimate Racing,PSP,2007.0,Action,Activision,0.1,0.09999999999999999,1.3877787807814457e-17
Beyond Good & Evil,GC,2003.0,Adventure,Ubisoft,0.07,0.06999999999999999,1.3877787807814457e-17
Thor: God of Thunder,3DS,2011.0,Action,Sega,0.1,0.09999999999999999,1.3877787807814457e-17
Monkey Mischief! Party Time,Wii,2008.0,Misc,Activision,0.1,0.09999999999999999,1.3877787807814457e-17
Space Invaders Extreme,PSP,2008.0,Shooter,Square Enix,0.09,0.08999999999999998,1.3877787807814457e-17
Draglade,DS,2007.0,Fighting,505 Games,0.1,0.09999999999999999,1.3877787807814457e-17
Alvin and the Chipmunks: Chipwrecked,X360,2011.0,Misc,505 Games,0.1,0.09999999999999999,1.3877787807814457e-17
Water Sports,Wii,2009.0,Action,Avanquest,0.1,0.09999999999999999,1.3877787807814457e-17
Where the Wild Things Are,PS3,2009.0,Platform,Warner Bros. Interactive Entertainment,0.11,0.10999999999999999,1.3877787807814457e-17
Star Wars: Lethal Alliance,DS,2006.0,Action,Ubisoft,0.1,0.09999999999999999,1.3877787807814457e-17
Freaky Flyers,PS2,2003.0,Racing,Midway Games,0.1,0.09999999999999999,1.3877787807814457e-17
Fifi and the Flowertots,DS,2009.0,Misc,Avanquest,0.1,0.09999999999999999,1.3877787807814457e-17
Pro Evolution Soccer 2016,XOne,2015.0,Sports,Konami Digital Entertainment,0.1,0.09999999999999999,1.3877787807814457e-17
World Series of Poker 2008: Battle for the Bracelets,X360,2007.0,Misc,Activision,0.08,0.07999999999999999,1.3877787807814457e-17
Petz Hamsterz Superstarz,DS,2009.0,Simulation,Ubisoft,0.1,0.09999999999999999,1.3877787807814457e-17
The History Channel: Civil War - Secret Missions,PS3,2008.0,Shooter,Activision,0.1,0.09999999999999999,1.3877787807814457e-17
Death By Degrees,PS2,2005.0,Action,Sony Computer Entertainment,0.1,0.09999999999999999,1.3877787807814457e-17
Dreamer Series: Pop Star,DS,2009.0,Misc,Tivola,0.07,0.06999999999999999,1.3877787807814457e-17
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016.0,Action,Activision,0.07,0.06999999999999999,1.3877787807814457e-17
Target: Terror,Wii,2008.0,Shooter,Konami Digital Entertainment,0.07,0.06999999999999999,1.3877787807814457e-17
Dungeon Maker II: The Hidden War,PSP,2007.0,Role-Playing,Global A Entertainment,0.07,0.06999999999999999,1.3877787807814457e-17
SNK vs. Capcom Card Fighters DS,DS,2006.0,Strategy,Ignition Entertainment,0.1,0.09999999999999999,1.3877787807814457e-17
Mystery Stories: Curse of the Ancient Spirits,DS,2011.0,Adventure,GSP,0.1,0.09999999999999999,1.3877787807814457e-17
Totally Spies! Totally Party,Wii,2008.0,Misc,Ubisoft,0.11,0.10999999999999999,1.3877787807814457e-17
RedCard 20-03,PS2,2002.0,Sports,Midway Games,0.07,0.06999999999999999,1.3877787807814457e-17
NFL Tour,X360,2008.0,Sports,Electronic Arts,0.1,0.09999999999999999,1.3877787807814457e-17
Murder in Venice,DS,2011.0,Adventure,City Interactive,0.1,0.09999999999999999,1.3877787807814457e-17
ReCore,XOne,2016.0,Action,Microsoft Game Studios,0.1,0.09999999999999999,1.3877787807814457e-17
HOP,DS,2011.0,Platform,505 Games,0.11,0.10999999999999999,1.3877787807814457e-17
Ultimate Board Game Collection,PSP,2007.0,Misc,Xplosiv,0.07,0.06999999999999999,1.3877787807814457e-17
Colosseum: Road to Freedom,PS2,2005.0,Role-Playing,Tecmo Koei,0.07,0.06999999999999999,1.3877787807814457e-17
Zumba Fitness Core,X360,2012.0,Misc,505 Games,0.07,0.06999999999999999,1.3877787807814457e-17
ESPN National Hockey Night,PS2,2001.0,Sports,Konami Digital Entertainment,0.07,0.06999999999999999,1.3877787807814457e-17
The Spiderwick Chronicles,X360,2008.0,Action,Vivendi Games,0.11,0.10999999999999999,1.3877787807814457e-17
Pinball Hall of Fame: The Williams Collection,PSP,2008.0,Misc,System 3 Arcade Software,0.11,0.10999999999999999,1.3877787807814457e-17
Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013.0,Puzzle,Warner Bros. Interactive Entertainment,0.1,0.09999999999999999,1.3877787807814457e-17
Last Rebellion,PS3,2010.0,Role-Playing,Nippon Ichi Software,0.09,0.08999999999999998,1.3877787807814457e-17
Disney Planes Fire & Rescue,3DS,2014.0,Action,Disney Interactive Studios,0.1,0.09999999999999999,1.3877787807814457e-17
Imagine: Reporter,DS,2010.0,Simulation,Ubisoft,0.1,0.09999999999999999,1.3877787807814457e-17
BeatMania,PS2,2006.0,Simulation,Konami Digital Entertainment,0.07,0.06999999999999999,1.3877787807814457e-17
Mind Quiz,PSP,2006.0,Action,Ubisoft,0.1,0.09999999999999999,1.3877787807814457e-17
Challenge Me: Brain Puzzles 2,Wii,2010.0,Puzzle,O-Games,0.07,0.06999999999999999,1.3877787807814457e-17
Romance of the Three Kingdoms IX,PS2,2003.0,Strategy,Tecmo Koei,0.07,0.06999999999999999,1.3877787807814457e-17
Showtime Championship Boxing,Wii,2007.0,Fighting,Zoo Digital Publishing,0.07,0.06999999999999999,1.3877787807814457e-17
Touch 'N' Play Collection,DS,2010.0,Misc,O-Games,0.07,0.06999999999999999,1.3877787807814457e-17
Open Season,Wii,2006.0,Platform,Ubisoft,0.07,0.06999999999999999,1.3877787807814457e-17
Football Manager 2010,PC,2009.0,Sports,Sega,0.07,0.06999999999999999,1.3877787807814457e-17
Dave Mirra BMX Challenge,Wii,2007.0,Sports,505 Games,0.07,0.06999999999999999,1.3877787807814457e-17
Inversion,PS3,2012.0,Shooter,Namco Bandai Games,0.07,0.06999999999999999,1.3877787807814457e-17
Tony Hawk's Pro Skater 5,X360,2015.0,Sports,Activision,0.07,0.06999999999999999,1.3877787807814457e-17
Silent Hill: Origins,PS2,2008.0,Action,Konami Digital Entertainment,0.07,0.06999999999999999,1.3877787807814457e-17
Who Wants to Be A Millionaire?,X360,2011.0,Misc,Ubisoft,0.1,0.09999999999999999,1.3877787807814457e-17
Top Gun,PS3,2011.0,Simulation,505 Games,0.07,0.06999999999999999,1.3877787807814457e-17
Bladestorm: The Hundred Years' War,X360,2007.0,Action,Tecmo Koei,0.1,0.09999999999999999,1.3877787807814457e-17
Fatal Fury: Battle Archives Volume 2,PS2,2007.0,Fighting,SNK Playmore,0.07,0.06999999999999999,1.3877787807814457e-17
Pro Evolution Soccer 2015,PC,2014.0,Sports,Konami Digital Entertainment,0.07,0.06999999999999999,1.3877787807814457e-17
Crimson Sea 2,PS2,2004.0,Action,Tecmo Koei,0.07,0.06999999999999999,1.3877787807814457e-17
Microsoft Flight Simulator 2004: A Century of Flight,PC,2003.0,Simulation,Microsoft Game Studios,0.07,0.06999999999999999,1.3877787807814457e-17
Mia Hamm Soccer 64,N64,2000.0,Sports,THQ,0.07,0.06999999999999999,1.3877787807814457e-17
MLB Front Office Manager,X360,2009.0,Sports,Take-Two Interactive,0.07,0.06999999999999999,1.3877787807814457e-17
The King of Fighters 02/03,PS2,2005.0,Fighting,SNK,0.07,0.06999999999999999,1.3877787807814457e-17
Barbie in The 12 Dancing Princesses,DS,2007.0,Adventure,Activision,0.11,0.10999999999999999,1.3877787807814457e-17
F1 Career Challenge,PS2,2003.0,Racing,Electronic Arts,0.1,0.09999999999999999,1.3877787807814457e-17
Thrillville: Off the Rails,PSP,2007.0,Strategy,LucasArts,0.1,0.09999999999999999,1.3877787807814457e-17
Top Spin,PS2,2005.0,Sports,Take-Two Interactive,0.1,0.09999999999999999,1.3877787807814457e-17
Jade Cocoon 2,PS2,2001.0,Role-Playing,Ubisoft,0.1,0.09999999999999999,1.3877787807814457e-17
Rapala Pro Bass Fishing 2010,PSP,2010.0,Sports,Activision,0.07,0.06999999999999999,1.3877787807814457e-17
MotoGP 15,PS3,2015.0,Racing,Milestone S.r.l.,0.07,0.06999999999999999,1.3877787807814457e-17
Ultimate Mortal Kombat,DS,2007.0,Fighting,Midway Games,0.11,0.10999999999999999,1.3877787807814457e-17
Champion Jockey: G1 Jockey & Gallop Racer,Wii,2011.0,Sports,Tecmo Koei,0.11,0.10999999999999999,1.3877787807814457e-17
Gravity Games Bike: Street Vert Dirt,PS2,2002.0,Sports,Midway Games,0.1,0.09999999999999999,1.3877787807814457e-17
Ghost in the Shell: Stand Alone Complex,PSP,2005.0,Adventure,Atari,0.07,0.06999999999999999,1.3877787807814457e-17
Winning Eleven: Pro Evolution Soccer 2007,X360,2006.0,Sports,Konami Digital Entertainment,0.1,0.09999999999999999,1.3877787807814457e-17
NHL 2K9,Wii,2008.0,Sports,Take-Two Interactive,0.07,0.06999999999999999,1.3877787807814457e-17
The Book of Unwritten Tales 2,PS4,2015.0,Adventure,Nordic Games,0.07,0.06999999999999999,1.3877787807814457e-17
Blood Drive,X360,2010.0,Racing,Activision,0.11,0.10999999999999999,1.3877787807814457e-17
Cut the Rope,3DS,2014.0,Puzzle,Activision,0.07,0.06999999999999999,1.3877787807814457e-17
Shadowgate 64: Trials of the Four Towers,N64,1999.0,Adventure,Kemco,0.07,0.06999999999999999,1.3877787807814457e-17
Cake Mania,DS,2007.0,Puzzle,Majesco Entertainment,0.11,0.10999999999999999,1.3877787807814457e-17
Future Tactics: The Uprising,PS2,2004.0,Strategy,Crave Entertainment,0.07,0.06999999999999999,1.3877787807814457e-17
The King of Fighters XII,X360,2009.0,Fighting,Ignition Entertainment,0.11,0.10999999999999999,1.3877787807814457e-17
F1 2014,PC,2014.0,Racing,Codemasters,0.1,0.09999999999999999,1.3877787807814457e-17
Despicable Me: The Game,PS2,2010.0,Platform,D3Publisher,0.1,0.09999999999999999,1.3877787807814457e-17
Pipe Mania,PSP,2008.0,Puzzle,Empire Interactive,0.07,0.06999999999999999,1.3877787807814457e-17
